LastUpdate,description,Valid FQDNs,PhishingAlertURL,antiphishing_jp
2023-02-07,りそな銀行,www.info.resonabank.co.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
2023-02-07,りそな銀行,resonabank-east.resv.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
2023-02-07,りそな銀行,resonabank-west.resv.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
2023-02-07,りそな銀行,www.b-direct.resonabank.co.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
2023-02-07,埼玉りそな銀行,www.saitamaresona.co.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
2023-02-07,埼玉りそな銀行,ib.saitamaresona.co.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
2023-02-07,埼玉りそな銀行,www.saitamaresona.anser.or.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
2023-02-07,埼玉りそな銀行,www.info.saitamaresona.co.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
2023-02-07,埼玉りそな銀行,www.b-direct.saitamaresona.co.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
2023-02-07,関西みらいフィナンシャルグループ,www.kmfg.co.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
2023-02-07,関西みらい銀行,ib.kansaimiraibank.co.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
2023-02-07,関西みらい銀行,www.kansaimiraibank.co.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
2023-02-07,関西みらい銀行,www.kansaimiraibank.anser.or.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
2023-02-07,関西みらい銀行,www.info.kansaimiraibank.co.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
2023-02-07,関西みらい銀行,www.b-direct.kansaimiraibank.co.jp,https://www.resona-gr.co.jp/others/notice_01.html?_gl=1*1geh6qq*_ga*MTM4Mjc1NzIyNy4xNjc1NzgzNjcz*_ga_Q8HF7ESW31*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.*_ga_TT8ESK59QK*MTY3NTc4MzY4NC4xLjEuMTY3NTc4MzY5NS40OS4wLjA.&_ga=2.163811702.817941282.1675783673-1382757227.1675783673,https://www.antiphishing.jp/news/alert/resona_20220915.html
,Wells Fargo,,,
2023-02-01,国税庁,www.nta.go.jp,,
,Impots.gouv.fr,,,
2023-02-01,Microsoft,www.microsoft.com,,
,BT,,,
,SPD BANK,,,
2023-02-01,Adobe,www.adobe.com,,
2023-02-01,VISA,www.visa.co.jp,,
,Svenska Handelsbanken,,,
2023-02-01,三越伊勢丹,www.mistore.jp,,
2023-02-01,MICARD,www2.micard.co.jp,,
2023-02-01,SAISON CARD,www.saisoncard.co.jp,,
2023-02-01,GMOあおぞらネット銀行,gmo-aozora.com,,
2023-02-01,楽天カード,www.rakuten-card.co.jp,,
2023-02-01,三菱UFJフィナンシャルグループ,www.mufg.jp,,
2023-02-01,楽天,www.rakuten.co.jp,,
2023-02-01,STNet,www.stnet.co.jp,,
2023-02-01,横浜銀行,www.boy.co.jp,,
2023-02-01,softbank,www.softbank.co.jp,,
2023-02-01,ヨドバシカメラ,www.yodobashi.com,,
,Apple ID,,,
2023-02-01,BIGLOBE,www.biglobe.ne.jp,,
2023-02-01,日本郵便,www.post.japanpost.jp,,
2023-02-01,アプラス,www.aplus.co.jp,,
2023-02-01,みずほ銀行,www.mizuhobank.co.jp,,
2023-02-01,モバイルSuica,www.mobilesuica.com,,
2023-02-01,TikTok,www.tiktok.com,,
2023-02-02,TS CUBIC CARD_MY TS3,ts3card.com,不明,
2023-02-02,TS CUBIC CARD_MY TS3,tscubic.com,https://tscubic.com/file/pdf/phishing_mail.pdf,
2023-02-02,TS CUBIC CARD_MY TS3,my.tscubic.com,https://tscubic.com/file/pdf/phishing_mail.pdf,
2023-02-01,Netflix,www.netflix.com,,
,Viewcard,,,
,Bank of America,,,
2023-02-01,Yahoo! JAPAN,www.yahoo.co.jp,,
2023-02-01,ヤマト運輸,www.kuronekoyamato.co.jp,,
,PayPal,,,
2023-02-01,Outlook Web App,outlook.office.com,,
2023-02-01,Outlook Web App,outlook.live.com,,
,Poste Italiane,,,
2023-02-01,三菱UFJニコス,www.cr.mufg.jp,,
2023-02-01,ポケットカード,www.pocketcard.co.jp,,
2023-02-01,PayPay,paypay.ne.jp,,
2023-02-01,三井住友銀行,www.smbc.co.jp,,
2023-02-01,PARCO,parco.jp,,
2023-02-01,Metamask,metamask.io,,
2023-02-01,E*TRADE,us.etrade.com,,
2023-02-01,UC Card,www2.uccard.co.jp,,
2023-02-01,KDDI,www.kddi.com,,
,Santander,,,
2023-02-01,Facebook,ja-jp.facebook.com,,
2023-02-01,Costco,www.costco.co.jp,,
2023-02-01,メルカリ,jp.mercari.com,,
2023-02-01,厚生労働省,www.mhlw.go.jp,,
2023-02-01,DHL,www.dhl.com,,
2023-02-01,nifty,www.nifty.com,,
2023-02-01,じゃらん,www.jalan.net,,
2023-02-01,りそなカード,www.resonacard.co.jp,,
2023-02-01,日本年金機構,www.nenkin.go.jp,,
,M&T Bank,,,
,BMO,,,
,SharePoint,,,
2023-02-01,JCB,www.jcb.co.jp,,
2023-02-01,UNIQLO,www.uniqlo.com,,
2023-02-01,LIFE CARD,www.lifecard.co.jp,,
2023-02-01,BINANCE,www.binance.com,,
2023-02-01,ソニー銀行,moneykit.net,,
2023-02-01,ソニー銀行,sonybank.net,,
2023-02-01,お名前.com,www.onamae.com,,
,Metro Bank,,,
,Swiss Post,,,
2023-02-01,エックスサーバー株式会社,www.xserver.co.jp,,
2023-02-01,藤井大丸,www.fujiidaimaru.co.jp,,
,ABSA Bank,,,
,SpareBank 1,,,
,REGIONS,,,
2023-02-01,SMBC ファイナンスサービス,www.smbc-fs.co.jp,,
2023-02-01,CitiBank,www.citi.com,,
2023-02-01,mont-bell,www.montbell.jp,,
2023-02-01,三菱UFJ銀行,www.bk.mufg.jp,,
,Office365,,,
,DBS PayLah,,,
